Application class: R1
complTime,nM,nR,Mavg,Mmax,Ravg,Rmax,SHavg,SHmax,Bavg,Bmax,users,dataSize,nCores
224725,287,300,19709,36672,1768,2929,77803,179551,13791,22670,1,500,100
89623,287,300,18167,33139,1972,3527,15796,50940,13791,22670,1,500,100
142351,287,300,25223,84245,1809,3151,35518,103581,13791,22670,1,500,100
81842,287,300,18380,31941,1943,3161,12723,43083,13791,22670,1,500,100
96400,287,300,21614,39619,1865,3131,15902,58004,13791,22670,1,500,100
159791,287,300,18909,34671,1765,3000,49450,120188,13791,22670,1,500,100
147071,287,300,25579,91803,1745,2820,37526,109009,13791,22670,1,500,100
149394,287,300,19307,37849,2470,10027,41024,102063,13791,22670,1,500,100
155037,287,300,18486,32749,1737,3037,47692,117201,13791,22670,1,500,100
136524,287,300,18488,32231,1757,2751,39434,99465,13791,22670,1,500,100
182431,287,300,40165,87789,1790,3145,41040,137103,13791,22670,1,500,100
129696,287,300,17995,34250,1708,2782,36390,91872,13791,22670,1,500,100
89962,287,300,18255,31278,2778,10305,12675,44963,13791,22670,1,500,100
91382,287,300,18002,31874,2000,3313,17840,52648,13791,22670,1,500,100
95720,287,300,18522,34624,1897,3131,19373,59125,13791,22670,1,500,100
184887,287,300,58556,86724,1922,3361,23035,83980,13791,22670,1,500,100
140303,287,300,25453,87418,1756,2861,33688,99192,13791,22670,1,500,100
114645,287,300,17813,31081,1812,3236,28870,77594,13791,22670,1,500,100
99308,287,300,18255,32016,1903,3402,19768,59601,13791,22670,1,500,100
136577,287,300,22941,72239,1801,2948,33963,95334,13791,22670,1,500,100

