Application class: R3
complTime,nM,nR,Mavg,Mmax,Ravg,Rmax,SHavg,SHmax,Bavg,Bmax,users,dataSize,nCores
486735,757,793,35348,85878,2446,4186,31030,324596,6222,41635,1,500,80
527247,757,793,44642,87519,2879,12298,27348,365510,6222,41635,1,500,80
533600,757,793,40348,85512,2347,3994,33620,415009,6222,41635,1,500,80
519288,757,793,38774,93218,3023,10750,31066,349618,6222,41635,1,500,80
527019,757,793,44603,86110,3076,11579,27685,361642,6222,41635,1,500,80
527134,757,793,44848,86640,2479,4128,28800,369252,6222,41635,1,500,80
511411,757,793,36058,86961,2473,5108,33760,388713,6222,41635,1,500,80
524550,757,793,43841,89225,2390,3760,29012,362010,6222,41635,1,500,80
555798,757,793,45436,85941,2415,3911,32530,395999,6222,41635,1,500,80
520328,757,793,37294,86379,2410,4389,33879,364303,6222,41635,1,500,80
529760,757,793,43804,82468,2441,3895,29803,374451,6222,41635,1,500,80
538716,757,793,40159,84431,2645,4295,35159,381582,6222,41635,1,500,80
528211,757,793,40849,85360,3129,11446,31448,363513,6222,41635,1,500,80
460527,757,793,28163,83366,2574,4623,34183,349518,6222,41635,1,500,80
534497,757,793,43923,88362,3218,12473,29605,366268,6222,41635,1,500,80
536183,757,793,45729,90083,2535,3936,29630,372635,6222,41635,1,500,80
530905,757,793,44703,86560,2383,3947,28822,369804,6222,41635,1,500,80
478767,757,793,34789,87902,2638,4690,30606,362630,6222,41635,1,500,80
515459,757,793,37366,86895,2521,3994,32855,356377,6222,41635,1,500,80
1135807,1514,1586,40878,89302,2415,4674,37645,482966,6222,41635,1,500,80
527247,757,793,44642,87519,2879,12298,27348,365510,6222,41635,1,500,80
533600,757,793,40348,85512,2347,3994,33620,415009,6222,41635,1,500,80
519288,757,793,38774,93218,3023,10750,31066,349618,6222,41635,1,500,80
527019,757,793,44603,86110,3076,11579,27685,361642,6222,41635,1,500,80
527134,757,793,44848,86640,2479,4128,28800,369252,6222,41635,1,500,80
511411,757,793,36058,86961,2473,5108,33760,388713,6222,41635,1,500,80
524550,757,793,43841,89225,2390,3760,29012,362010,6222,41635,1,500,80
555798,757,793,45436,85941,2415,3911,32530,395999,6222,41635,1,500,80
520328,757,793,37294,86379,2410,4389,33879,364303,6222,41635,1,500,80
529760,757,793,43804,82468,2441,3895,29803,374451,6222,41635,1,500,80
538716,757,793,40159,84431,2645,4295,35159,381582,6222,41635,1,500,80
528211,757,793,40849,85360,3129,11446,31448,363513,6222,41635,1,500,80
460527,757,793,28163,83366,2574,4623,34183,349518,6222,41635,1,500,80
534497,757,793,43923,88362,3218,12473,29605,366268,6222,41635,1,500,80
536183,757,793,45729,90083,2535,3936,29630,372635,6222,41635,1,500,80
530905,757,793,44703,86560,2383,3947,28822,369804,6222,41635,1,500,80
478767,757,793,34789,87902,2638,4690,30606,362630,6222,41635,1,500,80
515459,757,793,37366,86895,2521,3994,32855,356377,6222,41635,1,500,80
649072,757,793,46408,89302,2384,4674,44260,482966,6222,41635,1,500,80

