complTime,nM,nR,Mavg,Mmax,Ravg,Rmax,SHavg,SHmax,dataSize,nCores
860380,1560,1009,43516,86195,3077,5327,50296,684162,2879987999,120
854365,1560,1009,41408,86809,3052,4949,52849,677221,2879987999,120
889550,1560,1009,42462,89107,3328,5555,56928,712984,2879987999,120
792239,1560,1009,40574,90792,3132,5380,44946,617203,2879987999,120
915204,1560,1009,41907,85300,3099,5729,60912,737158,2879987999,120
853673,1560,1009,41383,91641,3089,6842,52775,676780,2879987999,120
814048,1560,1009,41954,88021,3275,5501,46795,637874,2879987999,120
813513,1560,1009,40996,94689,3328,13166,45744,625294,2879987999,120
830099,1560,1009,42964,91287,3018,5241,47128,654583,2879987999,120
835816,1560,1009,43728,87451,3094,5494,46915,657997,2879987999,120
818011,1560,1009,43362,85502,3155,6312,44982,639587,2879987999,120
841488,1560,1009,43803,87210,3029,5291,47338,663779,2879987999,120
812554,1560,1009,42405,89530,3492,12454,44118,627230,2879987999,120
829569,1560,1009,43026,88945,3173,5035,47257,651181,2879987999,120
897844,1560,1009,43231,84426,3551,12499,54808,711015,2879987999,120
831267,1560,1009,43764,85043,3179,5403,46305,651539,2879987999,120
814467,1560,1009,43129,85848,3012,5152,44608,637775,2879987999,120
830216,1560,1009,42518,87010,3176,5121,48143,651782,2879987999,120
827576,1560,1009,43500,88943,3274,5401,46130,647813,2879987999,120
812291,1560,1009,42334,85562,3422,12452,44433,629374,2879987999,120
