Application class: R5
complTime,nM,nR,Mavg,Mmax,Ravg,Rmax,SHavg,SHmax,Bavg,Bmax,users,dataSize,nCores
22248,2,2,10921,13315,1413,1437,3370,3409,122,144,1,500,80
24757,2,2,12599,16021,1406,1415,4722,4745,122,144,1,500,80
22309,2,2,10758,13381,1292,1411,3058,3373,122,144,1,500,80
23253,2,2,11541,14780,1427,1430,4541,4569,122,144,1,500,80
28168,2,2,15257,15949,1288,1438,3115,3347,122,144,1,500,80
23553,2,2,11690,14956,1300,1413,4713,4884,122,144,1,500,80
22388,2,2,10732,13433,1275,1417,3111,3352,122,144,1,500,80
24855,2,2,12434,15672,1431,1436,4714,4758,122,144,1,500,80
25145,2,2,12742,16299,1435,1439,4743,4790,122,144,1,500,80
22267,2,2,10704,13274,1420,1434,3161,3418,122,144,1,500,80
24589,2,2,12129,15387,1431,1449,3969,4286,122,144,1,500,80
22281,2,2,10825,13254,1374,1404,3007,3427,122,144,1,500,80
22856,2,2,10807,13107,1401,1401,2993,3394,122,144,1,500,80
22341,2,2,10558,13269,1386,1405,3041,3375,122,144,1,500,80
22464,2,2,10606,13281,1415,1420,3146,3402,122,144,1,500,80
23066,2,2,11838,14853,1433,1460,4301,4319,122,144,1,500,80
22567,2,2,10926,13711,1284,1406,3639,3769,122,144,1,500,80
22402,2,2,11268,13950,1304,1417,3428,3467,122,144,1,500,80
24878,2,2,12669,16192,1445,1461,4502,4679,122,144,1,500,80
47037,4,4,11822,16261,1417,1437,4040,4728,122,144,1,500,80
24757,2,2,12599,16021,1406,1415,4722,4745,122,144,1,500,80
22309,2,2,10758,13381,1292,1411,3058,3373,122,144,1,500,80
23253,2,2,11541,14780,1427,1430,4541,4569,122,144,1,500,80
28168,2,2,15257,15949,1288,1438,3115,3347,122,144,1,500,80
23553,2,2,11690,14956,1300,1413,4713,4884,122,144,1,500,80
22388,2,2,10732,13433,1275,1417,3111,3352,122,144,1,500,80
24855,2,2,12434,15672,1431,1436,4714,4758,122,144,1,500,80
25145,2,2,12742,16299,1435,1439,4743,4790,122,144,1,500,80
22267,2,2,10704,13274,1420,1434,3161,3418,122,144,1,500,80
24589,2,2,12129,15387,1431,1449,3969,4286,122,144,1,500,80
22281,2,2,10825,13254,1374,1404,3007,3427,122,144,1,500,80
22856,2,2,10807,13107,1401,1401,2993,3394,122,144,1,500,80
22341,2,2,10558,13269,1386,1405,3041,3375,122,144,1,500,80
22464,2,2,10606,13281,1415,1420,3146,3402,122,144,1,500,80
23066,2,2,11838,14853,1433,1460,4301,4319,122,144,1,500,80
22567,2,2,10926,13711,1284,1406,3639,3769,122,144,1,500,80
22402,2,2,11268,13950,1304,1417,3428,3467,122,144,1,500,80
24878,2,2,12669,16192,1445,1461,4502,4679,122,144,1,500,80
24789,2,2,12723,16261,1422,1424,4711,4728,122,144,1,500,80

