Application class: R5
complTime,nM,nR,Mavg,Mmax,Ravg,Rmax,SHavg,SHmax,Bavg,Bmax,users,dataSize,nCores
25063,4,4,13739,16038,1346,1422,3026,3396,156,200,1,250,120
24705,4,4,12849,13673,1304,1452,2976,3413,156,200,1,250,120
30069,4,4,12699,13670,2776,6856,4331,7900,156,200,1,250,120
25880,4,4,13068,13997,1272,1433,3120,3903,156,200,1,250,120
25082,4,4,12763,13581,1425,1450,2829,2913,156,200,1,250,120
25386,4,4,12681,13252,1412,1430,3081,3391,156,200,1,250,120
25327,4,4,13606,16086,1680,1903,2793,3349,156,200,1,250,120
25150,4,4,12933,13804,1341,1440,2973,3442,156,200,1,250,120
25777,4,4,13586,16252,1412,1425,3128,3404,156,200,1,250,120
24275,4,4,13150,14289,1272,1411,2920,3408,156,200,1,250,120
24944,4,4,13339,15458,1421,1449,3302,3551,156,200,1,250,120
24900,4,4,13925,15990,1297,1421,2664,2914,156,200,1,250,120
37474,4,4,13503,15854,3558,10239,4117,8440,156,200,1,250,120
25394,4,4,13480,14630,1408,1448,3111,3434,156,200,1,250,120
25216,4,4,12935,13656,1352,1422,3076,3405,156,200,1,250,120
25198,4,4,13542,16043,1407,1416,3545,3717,156,200,1,250,120
26112,4,4,14346,15586,1352,1430,3100,3383,156,200,1,250,120
25644,4,4,13422,15281,1434,1463,2970,3317,156,200,1,250,120
24746,4,4,12988,14259,1237,1366,2862,3382,156,200,1,250,120
25104,4,4,13871,15689,1347,1428,2940,3433,156,200,1,250,120

