Application class: R2
complTime,nM,nR,Mavg,Mmax,Ravg,Rmax,SHavg,SHmax,Bavg,Bmax,users,dataSize,nCores
74940,2,2,43483,58288,6034,6104,30961,30985,210663295,218968602,1,500,100
75914,2,2,42548,59043,7771,8957,31615,31959,210663295,218968602,1,500,100
75727,2,2,42973,60557,6100,6244,34697,35134,210663295,218968602,1,500,100
71111,2,2,41294,56165,6107,6211,28854,29352,210663295,218968602,1,500,100
74342,2,2,40649,58395,6395,7018,34756,34763,210663295,218968602,1,500,100
74997,2,2,42736,58789,6285,6531,32959,32978,210663295,218968602,1,500,100
72849,2,2,41633,56538,6299,6446,30187,30445,210663295,218968602,1,500,100
76823,2,2,43183,60152,6786,7723,32869,33119,210663295,218968602,1,500,100
73990,2,2,41156,58004,6373,6718,33711,33942,210663295,218968602,1,500,100
72994,2,2,41874,58714,5983,6185,32474,32695,210663295,218968602,1,500,100
82326,2,2,46912,67597,6179,6412,40277,40506,210663295,218968602,1,500,100
69761,2,2,40025,54690,6386,6527,28312,28412,210663295,218968602,1,500,100
76971,2,2,41793,58861,7288,8562,34683,34782,210663295,218968602,1,500,100
70566,2,2,40663,55403,6238,6439,28746,29130,210663295,218968602,1,500,100
67855,2,2,39594,52551,6225,6313,25481,25681,210663295,218968602,1,500,100
70004,2,2,40258,55013,6314,6387,28758,29108,210663295,218968602,1,500,100
75253,2,2,42361,60008,6025,6208,35823,35902,210663295,218968602,1,500,100
80171,2,2,45188,64798,6638,6676,38869,39282,210663295,218968602,1,500,100
71338,2,2,41050,55265,6120,6219,29068,29423,210663295,218968602,1,500,100
69485,2,2,40710,54237,6089,6143,26778,26961,210663295,218968602,1,500,100

