Application class: R2
complTime,nM,nR,Mavg,Mmax,Ravg,Rmax,SHavg,SHmax,Bavg,Bmax,users,dataSize,nCores
1928754,64,68,1290313,1815632,11135,12674,1007020,1399401,266512191,266551718,1,1000,60
1898319,64,68,911951,1762640,11478,15206,1298019,1473268,266512191,266551718,1,1000,60
2207841,64,68,1287861,2101278,11411,12923,1369881,1689326,266512191,266551718,1,1000,60
2069788,64,68,1333174,1929429,11912,19487,1172259,1584261,266512191,266551718,1,1000,60
1907879,64,68,1282327,1807750,11397,12905,1034915,1464142,266512191,266551718,1,1000,60
1863545,64,68,1242322,1767049,11322,13559,928700,1204881,266512191,266551718,1,1000,60
1745787,64,68,1115200,1629868,11388,12681,902068,1199624,266512191,266551718,1,1000,60
1913319,64,68,972718,1779999,11374,12781,1226711,1395586,266512191,266551718,1,1000,60
2117907,64,68,1154418,1973021,11114,14071,1291101,1528418,266512191,266551718,1,1000,60
1987524,64,68,959692,1863259,11147,12416,1409131,1542260,266512191,266551718,1,1000,60
1810133,64,68,1176759,1674374,11979,13813,945043,1227999,266512191,266551718,1,1000,60
2094662,64,68,1386155,1964539,11518,12979,1127273,1547320,266512191,266551718,1,1000,60
1961781,64,68,1321499,1857368,11305,12825,963515,1273792,266512191,266551718,1,1000,60
2015750,64,68,1017798,1896583,11468,12822,1365414,1456731,266512191,266551718,1,1000,60
1675240,64,68,1099844,1593282,11403,13221,848231,1035879,266512191,266551718,1,1000,60
1892926,64,68,1014861,1787568,11314,12707,1160868,1324547,266512191,266551718,1,1000,60
1905038,64,68,943730,1783640,11642,21639,1294935,1466692,266512191,266551718,1,1000,60
2438747,64,68,1459775,2250546,11170,12621,1416999,1946752,266512191,266551718,1,1000,60
2533829,64,68,1322640,2412989,11030,12431,1662772,2003406,266512191,266551718,1,1000,60
2229828,64,68,1474452,2145105,11338,13381,1259843,1770442,266512191,266551718,1,1000,60

