Application class: R1
complTime,nM,nR,Mavg,Mmax,Ravg,Rmax,SHavg,SHmax,Bavg,Bmax,users,dataSize,nCores
356782,287,300,39596,86155,2265,9929,23358,216364,13791,22670,1,500,60
390063,287,300,45143,87684,1620,3034,24415,256564,13791,22670,1,500,60
398649,287,300,46603,86656,1762,3205,25841,263405,13791,22670,1,500,60
405714,287,300,47172,84955,1821,3476,26376,270664,13791,22670,1,500,60
360309,287,300,40102,87274,2416,11190,23579,218430,13791,22670,1,500,60
384721,287,300,44038,86453,1644,3373,24854,246829,13791,22670,1,500,60
303058,287,300,24819,84203,2847,11250,24579,158550,13791,22670,1,500,60
392296,287,300,46667,87583,1726,2642,24734,261456,13791,22670,1,500,60
411257,287,300,47058,86179,2064,10773,25456,271860,13791,22670,1,500,60
413481,287,300,47277,84346,1835,3540,28603,278641,13791,22670,1,500,60
411623,287,300,47203,84957,1812,3444,28396,276292,13791,22670,1,500,60
403710,287,300,46769,86624,2040,3253,27811,270404,13791,22670,1,500,60
388811,287,300,45392,85981,1752,3151,25204,255645,13791,22670,1,500,60
340517,287,300,34117,81362,1792,2967,26755,259754,13791,22670,1,500,60
404316,287,300,46417,85095,1846,3671,27748,269024,13791,22670,1,500,60
390760,287,300,44474,84839,1658,3023,25698,255658,13791,22670,1,500,60
411939,287,300,46156,84451,1762,2949,27851,271483,13791,22670,1,500,60
308202,287,300,27918,65197,1891,3632,26176,223165,13791,22670,1,500,60
365254,287,300,37013,83817,1717,3138,26643,275877,13791,22670,1,500,60
321086,287,300,28884,84811,1900,3066,27966,234217,13791,22670,1,500,60

